序号,变量名,数据类型,隐藏初始值,初始值,掉电保持,网络公开,注释,软元件地址,
,fAITestVal[7],REAL,,0.000000,,,,,
,fAITestVal[8],REAL,,0.000000,,,,,
,fAITestVal[9],REAL,,0.000000,,,,,
,fAITestVal[10],REAL,,0.000000,,,,,
,fAITestVal[11],REAL,,0.000000,,,,,
,fAITestVal[12],REAL,,0.000000,,,,,
,fAITestVal[13],REAL,,0.000000,,,,,
,fAITestVal[14],REAL,,0.000000,,,,,
,fAITestVal[15],REAL,,0.000000,,,,,
,fAITestVal[16],REAL,,0.000000,,,,,
,fAITestVal[17],REAL,,0.000000,,,,,
,fAITestVal[18],REAL,,0.000000,,,,,
,fAITestVal[19],REAL,,0.000000,,,,,
,fAITestVal[20],REAL,,0.000000,,,,,
,fAITestVal[21],REAL,,0.000000,,,,,
,fAITestVal[22],REAL,,0.000000,,,,,
,fAITestVal[23],REAL,,0.000000,,,,,
,fAITestVal[24],REAL,,0.000000,,,,,
,fAITestVal[25],REAL,,0.000000,,,,,
,fAITestVal[26],REAL,,0.000000,,,,,
,fAITestVal[27],REAL,,0.000000,,,,,
,fAITestVal[28],REAL,,0.000000,,,,,
,fAITestVal[29],REAL,,0.000000,,,,,
,fAITestVal[30],REAL,,0.000000,,,,,
,fAITestVal[31],REAL,,0.000000,,,,,
,fAITestVal[32],REAL,,0.000000,,,,,
,fAITestVal[33],REAL,,0.000000,,,,,
,fAITestVal[34],REAL,,0.000000,,,,,
,fAITestVal[35],REAL,,0.000000,,,,,
,fAITestVal[36],REAL,,0.000000,,,,,
,fAITestVal[37],REAL,,0.000000,,,,,
,fAITestVal[38],REAL,,0.000000,,,,,
,fAITestVal[39],REAL,,0.000000,,,,,
299,fAOTestVal,REAL[40],,...,不保持,私有,,,
,fAOTestVal[0],REAL,,0.000000,,,,,
,fAOTestVal[1],REAL,,0.000000,,,,,
,fAOTestVal[2],REAL,,0.000000,,,,,
,fAOTestVal[3],REAL,,0.000000,,,,,
,fAOTestVal[4],REAL,,0.000000,,,,,
,fAOTestVal[5],REAL,,0.000000,,,,,
,fAOTestVal[6],REAL,,0.000000,,,,,
,fAOTestVal[7],REAL,,0.000000,,,,,
,fAOTestVal[8],REAL,,0.000000,,,,,
,fAOTestVal[9],REAL,,0.000000,,,,,
,fAOTestVal[10],REAL,,0.000000,,,,,
,fAOTestVal[11],REAL,,0.000000,,,,,
,fAOTestVal[12],REAL,,0.000000,,,,,
,fAOTestVal[13],REAL,,0.000000,,,,,
,fAOTestVal[14],REAL,,0.000000,,,,,
,fAOTestVal[15],REAL,,0.000000,,,,,
,fAOTestVal[16],REAL,,0.000000,,,,,
,fAOTestVal[17],REAL,,0.000000,,,,,
,fAOTestVal[18],REAL,,0.000000,,,,,
,fAOTestVal[19],REAL,,0.000000,,,,,
,fAOTestVal[20],REAL,,0.000000,,,,,
,fAOTestVal[21],REAL,,0.000000,,,,,
,fAOTestVal[22],REAL,,0.000000,,,,,
,fAOTestVal[23],REAL,,0.000000,,,,,
,fAOTestVal[24],REAL,,0.000000,,,,,
,fAOTestVal[25],REAL,,0.000000,,,,,
,fAOTestVal[26],REAL,,0.000000,,,,,
,fAOTestVal[27],REAL,,0.000000,,,,,
,fAOTestVal[28],REAL,,0.000000,,,,,
,fAOTestVal[29],REAL,,0.000000,,,,,
,fAOTestVal[30],REAL,,0.000000,,,,,
,fAOTestVal[31],REAL,,0.000000,,,,,
,fAOTestVal[32],REAL,,0.000000,,,,,
,fAOTestVal[33],REAL,,0.000000,,,,,
,fAOTestVal[34],REAL,,0.000000,,,,,
,fAOTestVal[35],REAL,,0.000000,,,,,
,fAOTestVal[36],REAL,,0.000000,,,,,
,fAOTestVal[37],REAL,,0.000000,,,,,
,fAOTestVal[38],REAL,,0.000000,,,,,
,fAOTestVal[39],REAL,,0.000000,,,,,
300,fADCTestVal,REAL[40],,...,不保持,私有,,,
,fADCTestVal[0],REAL,,0.000000,,,,,
,fADCTestVal[1],REAL,,0.000000,,,,,
,fADCTestVal[2],REAL,,0.000000,,,,,
,fADCTestVal[3],REAL,,0.000000,,,,,
,fADCTestVal[4],REAL,,0.000000,,,,,
,fADCTestVal[5],REAL,,0.000000,,,,,
,fADCTestVal[6],REAL,,0.000000,,,,,
,fADCTestVal[7],REAL,,0.000000,,,,,
,fADCTestVal[8],REAL,,0.000000,,,,,
,fADCTestVal[9],REAL,,0.000000,,,,,
,fADCTestVal[10],REAL,,0.000000,,,,,
,fADCTestVal[11],REAL,,0.000000,,,,,
,fADCTestVal[12],REAL,,0.000000,,,,,
,fADCTestVal[13],REAL,,0.000000,,,,,
,fADCTestVal[14],REAL,,0.000000,,,,,
,fADCTestVal[15],REAL,,0.000000,,,,,
,fADCTestVal[16],REAL,,0.000000,,,,,
,fADCTestVal[17],REAL,,0.000000,,,,,
,fADCTestVal[18],REAL,,0.000000,,,,,
,fADCTestVal[19],REAL,,0.000000,,,,,
,fADCTestVal[20],REAL,,0.000000,,,,,
,fADCTestVal[21],REAL,,0.000000,,,,,
,fADCTestVal[22],REAL,,0.000000,,,,,
,fADCTestVal[23],REAL,,0.000000,,,,,
,fADCTestVal[24],REAL,,0.000000,,,,,
,fADCTestVal[25],REAL,,0.000000,,,,,
,fADCTestVal[26],REAL,,0.000000,,,,,
,fADCTestVal[27],REAL,,0.000000,,,,,
,fADCTestVal[28],REAL,,0.000000,,,,,
,fADCTestVal[29],REAL,,0.000000,,,,,
,fADCTestVal[30],REAL,,0.000000,,,,,
,fADCTestVal[31],REAL,,0.000000,,,,,
,fADCTestVal[32],REAL,,0.000000,,,,,
,fADCTestVal[33],REAL,,0.000000,,,,,
,fADCTestVal[34],REAL,,0.000000,,,,,
,fADCTestVal[35],REAL,,0.000000,,,,,
,fADCTestVal[36],REAL,,0.000000,,,,,
,fADCTestVal[37],REAL,,0.000000,,,,,
,fADCTestVal[38],REAL,,0.000000,,,,,
,fADCTestVal[39],REAL,,0.000000,,,,,
301,fMeasureErr,REAL[40],,...,不保持,私有,,,
,fMeasureErr[0],REAL,,0.000000,,,,,
,fMeasureErr[1],REAL,,0.000000,,,,,
,fMeasureErr[2],REAL,,0.000000,,,,,
,fMeasureErr[3],REAL,,0.000000,,,,,
,fMeasureErr[4],REAL,,0.000000,,,,,
,fMeasureErr[5],REAL,,0.000000,,,,,
,fMeasureErr[6],REAL,,0.000000,,,,,
,fMeasureErr[7],REAL,,0.000000,,,,,
,fMeasureErr[8],REAL,,0.000000,,,,,
,fMeasureErr[9],REAL,,0.000000,,,,,
,fMeasureErr[10],REAL,,0.000000,,,,,
,fMeasureErr[11],REAL,,0.000000,,,,,
,fMeasureErr[12],REAL,,0.000000,,,,,
,fMeasureErr[13],REAL,,0.000000,,,,,
,fMeasureErr[14],REAL,,0.000000,,,,,
,fMeasureErr[15],REAL,,0.000000,,,,,
,fMeasureErr[16],REAL,,0.000000,,,,,
,fMeasureErr[17],REAL,,0.000000,,,,,
,fMeasureErr[18],REAL,,0.000000,,,,,
,fMeasureErr[19],REAL,,0.000000,,,,,
,fMeasureErr[20],REAL,,0.000000,,,,,
,fMeasureErr[21],REAL,,0.000000,,,,,
,fMeasureErr[22],REAL,,0.000000,,,,,
,fMeasureErr[23],REAL,,0.000000,,,,,
,fMeasureErr[24],REAL,,0.000000,,,,,
,fMeasureErr[25],REAL,,0.000000,,,,,
,fMeasureErr[26],REAL,,0.000000,,,,,
,fMeasureErr[27],REAL,,0.000000,,,,,
,fMeasureErr[28],REAL,,0.000000,,,,,
,fMeasureErr[29],REAL,,0.000000,,,,,
,fMeasureErr[30],REAL,,0.000000,,,,,
,fMeasureErr[31],REAL,,0.000000,,,,,
,fMeasureErr[32],REAL,,0.000000,,,,,
,fMeasureErr[33],REAL,,0.000000,,,,,
,fMeasureErr[34],REAL,,0.000000,,,,,
,fMeasureErr[35],REAL,,0.000000,,,,,
,fMeasureErr[36],REAL,,0.000000,,,,,
,fMeasureErr[37],REAL,,0.000000,,,,,
,fMeasureErr[38],REAL,,0.000000,,,,,
,fMeasureErr[39],REAL,,0.000000,,,,,
302,xAIRecExport,BOOL,,OFF,不保持,私有,,,
303,test_times,INT,,0,不保持,私有,,,
