#变量导出文件（汇川）
#2025-06-18 18:04:23
#AutoShop:EasyMonitor{EB94048B-7C2C-4d7a-A080-A272E8B0B981}
#列A:名称
#列B:连接（如果为空，则是内部连接）
#列C:数据类型（取决于连接，有以下几种类型：Int16 、UInt16、Int32、UInt32、Float、Double、Bool、String、WString、DateTime，类型区分大小写。）
#列D:长度
#列E:数组计数
#列F:地址（取决于连接，寄存器名和数字之间的空格不能缺少。）
#列G:采集周期
#列H:采集模式（=根据命令1=循环使用（默认值）2=循环连续）
#列I:上限
#列J:下限
#列K:初始值（初始值类型取决于变量数据类型）
#列L:注释
#列M:变量组Id

名称,连接,数据类型,长度,数组计数,地址,采集周期,采集模式,上限,下限,初始值,注释,变量组Id
"xSW_AICal",,"Bool","1","1","UB 008000D","100ms","1",,,,"AI校准测试开关","1"
"bESI_WrSuccess",,"Bool","1","1","UB 210029C","100ms","1",,,,"","1"
"bESI_RdSuccess",,"Bool","1","1","UB 210029D","100ms","1",,,,"","1"
"TPR9_En",,"Bool","1","1","UB 210029E","100ms","1",,,,"","1"
"TPR9_PT",,"Int32","4","1","UW 2100340","100ms","1",,,,"","1"
"TPR9_Rst",,"Bool","1","1","UB 210029F","100ms","1",,,,"","1"
"TPR9_Q",,"Bool","1","1","UB 2100360","100ms","1",,,,"","1"
"TPR9_ET",,"Int32","4","1","UW 2100370","100ms","1",,,,"","1"
"TPR10_En",,"Bool","1","1","UB 2100361","100ms","1",,,,"","1"
"TPR10_PT",,"Int32","4","1","UW 2100390","100ms","1",,,,"","1"
"TPR10_Rst",,"Bool","1","1","UB 2100362","100ms","1",,,,"","1"
"TPR10_Q",,"Bool","1","1","UB 2100363","100ms","1",,,,"","1"
"TPR10_ET",,"Int32","4","1","UW 21003B0","100ms","1",,,,"","1"
"iFrac",,"Int32","4","1","UW 21003D0","100ms","1",,,,"","1"
"diDOutputTime",,"Int32","4","1","UW 21003F0","100ms","1",,,,"","1"
"iDIFailTimes",,"Int16","2","1","UW 2100410","100ms","1",,,,"","1"
"xDI_GL20_A[0]",,"Bool","1","1","UB 0000008","100ms","1",,,,"","1"
"xDI_GL20_A[1]",,"Bool","1","1","UB 0000009","100ms","1",,,,"","1"
"xDI_GL20_A[2]",,"Bool","1","1","UB 000000A","100ms","1",,,,"","1"
"xDI_GL20_A[3]",,"Bool","1","1","UB 000000B","100ms","1",,,,"","1"
"xDI_GL20_A[4]",,"Bool","1","1","UB 000000C","100ms","1",,,,"","1"
"xDI_GL20_A[5]",,"Bool","1","1","UB 000000D","100ms","1",,,,"","1"
"xDI_GL20_A[6]",,"Bool","1","1","UB 000000E","100ms","1",,,,"","1"
"xDI_GL20_A[7]",,"Bool","1","1","UB 000000F","100ms","1",,,,"","1"
"xDI_GL20_A[8]",,"Bool","1","1","UB 0000010","100ms","1",,,,"","1"
"xDI_GL20_A[9]",,"Bool","1","1","UB 0000011","100ms","1",,,,"","1"
"xDI_GL20_A[10]",,"Bool","1","1","UB 0000012","100ms","1",,,,"","1"
"xDI_GL20_A[11]",,"Bool","1","1","UB 0000013","100ms","1",,,,"","1"
"xDI_GL20_A[12]",,"Bool","1","1","UB 0000014","100ms","1",,,,"","1"
"xDI_GL20_A[13]",,"Bool","1","1","UB 0000015","100ms","1",,,,"","1"
"xDI_GL20_A[14]",,"Bool","1","1","UB 0000016","100ms","1",,,,"","1"
"xDI_GL20_A[15]",,"Bool","1","1","UB 0000017","100ms","1",,,,"","1"
"iPageCur",,"Int16","2","1","UW 2100460","100ms","1",,,,"","1"
"xDebugMode",,"Bool","1","1","UB 2100364","100ms","1",,,,"是否为调试模式","1"
"fADCVal[0]",,"Float","4","1","UW 0400000","100ms","1",,,,"","1"
"fADCVal[1]",,"Float","4","1","UW 0400020","100ms","1",,,,"","1"
"fADCVal[2]",,"Float","4","1","UW 0400040","100ms","1",,,,"","1"
"fADCVal[3]",,"Float","4","1","UW 0400060","100ms","1",,,,"","1"
"fADCVal[4]",,"Float","4","1","UW 0400080","100ms","1",,,,"","1"
"fADCVal[5]",,"Float","4","1","UW 04000A0","100ms","1",,,,"","1"
"fADCVal[6]",,"Float","4","1","UW 04000C0","100ms","1",,,,"","1"
"fADCVal[7]",,"Float","4","1","UW 04000E0","100ms","1",,,,"","1"
"iMode",,"Int16","2","1","UW 2100450","100ms","1",,,,"裸板为0，装壳板为1","1"
"DO_LEVEL0_EN_A",,"Bool","1","1","UB 21000A1","100ms","1",,,,"","1"
"DO_LEVEL0_RET_A",,"Int16","2","1","UW 2100480","100ms","1",,,,"","1"
"DO_LEVEL1_EN_A",,"Bool","1","1","UB 2100366","100ms","1",,,,"","1"
"DO_LEVEL1_RET_A",,"Int16","2","1","UW 21004B0","100ms","1",,,,"","1"
"DO_PWM1_EN_A",,"Bool","1","1","UB 21000A2","100ms","1",,,,"","1"
"DO_PWM1_RET_A",,"Int16","2","1","UW 2100490","100ms","1",,,,"","1"
"DO_PWM2_EN_A",,"Bool","1","1","UB 2100365","100ms","1",,,,"","1"
"DO_PWM2_RET_A",,"Int16","2","1","UW 21004A0","100ms","1",,,,"","1"
"DO_LEVEL0_EN_B",,"Bool","1","1","UB 210043E","100ms","1",,,,"","1"
"DO_LEVEL0_RET_B",,"Int16","2","1","UW 2101840","100ms","1",,,,"","1"
"DO_LEVEL1_EN_B",,"Bool","1","1","UB 210043F","100ms","1",,,,"","1"
"DO_LEVEL1_RET_B",,"Int16","2","1","UW 2101850","100ms","1",,,,"","1"
"DO_PWM1_EN_B",,"Bool","1","1","UB 21004DB","100ms","1",,,,"","1"
"DO_PWM1_RET_B",,"Int16","2","1","UW 2101860","100ms","1",,,,"","1"
"DO_PWM2_EN_B",,"Bool","1","1","UB 21004DC","100ms","1",,,,"","1"
"DO_PWM2_RET_B",,"Int16","2","1","UW 2101870","100ms","1",,,,"","1"
"xDI_P_Pio[0]",,"Bool","1","1","UB 2100850","100ms","1",,,,"","1"
"xDI_P_Pio[1]",,"Bool","1","1","UB 2100851","100ms","1",,,,"","1"
"xDI_P_Pio[2]",,"Bool","1","1","UB 2100852","100ms","1",,,,"","1"
"xDI_P_Pio[3]",,"Bool","1","1","UB 2100853","100ms","1",,,,"","1"
"xDI_P_Pio[4]",,"Bool","1","1","UB 2100854","100ms","1",,,,"","1"
"xDI_P_Pio[5]",,"Bool","1","1","UB 2100855","100ms","1",,,,"","1"
"xDI_P_Pio[6]",,"Bool","1","1","UB 2100856","100ms","1",,,,"","1"
"xDI_P_Pio[7]",,"Bool","1","1","UB 2100857","100ms","1",,,,"","1"
"xDI_P_Pio[8]",,"Bool","1","1","UB 2100858","100ms","1",,,,"","1"
"xDI_P_Pio[9]",,"Bool","1","1","UB 2100859","100ms","1",,,,"","1"
"xDI_P_Pio[10]",,"Bool","1","1","UB 210085A","100ms","1",,,,"","1"
"xDI_P_Pio[11]",,"Bool","1","1","UB 210085B","100ms","1",,,,"","1"
"xDI_P_Pio[12]",,"Bool","1","1","UB 210085C","100ms","1",,,,"","1"
"xDI_P_Pio[13]",,"Bool","1","1","UB 210085D","100ms","1",,,,"","1"
"xDI_P_Pio[14]",,"Bool","1","1","UB 210085E","100ms","1",,,,"","1"
"xDI_P_Pio[15]",,"Bool","1","1","UB 210085F","100ms","1",,,,"","1"
"xDO_P_Pio[0]",,"Bool","1","1","UB 2100820","100ms","1",,,,"","1"
"xDO_P_Pio[1]",,"Bool","1","1","UB 2100821","100ms","1",,,,"","1"
"xDO_P_Pio[2]",,"Bool","1","1","UB 2100822","100ms","1",,,,"","1"
"xDO_P_Pio[3]",,"Bool","1","1","UB 2100823","100ms","1",,,,"","1"
"xDO_P_Pio[4]",,"Bool","1","1","UB 2100824","100ms","1",,,,"","1"
"xDO_P_Pio[5]",,"Bool","1","1","UB 2100825","100ms","1",,,,"","1"
"xDO_P_Pio[6]",,"Bool","1","1","UB 2100826","100ms","1",,,,"","1"
"xDO_P_Pio[7]",,"Bool","1","1","UB 2100827","100ms","1",,,,"","1"
"xDO_P_Pio[8]",,"Bool","1","1","UB 2100828","100ms","1",,,,"","1"
"xDO_P_Pio[9]",,"Bool","1","1","UB 2100829","100ms","1",,,,"","1"
"xDO_P_Pio[10]",,"Bool","1","1","UB 210082A","100ms","1",,,,"","1"
"xDO_P_Pio[11]",,"Bool","1","1","UB 210082B","100ms","1",,,,"","1"
"xDO_P_Pio[12]",,"Bool","1","1","UB 210082C","100ms","1",,,,"","1"
"xDO_P_Pio[13]",,"Bool","1","1","UB 210082D","100ms","1",,,,"","1"
"xDO_P_Pio[14]",,"Bool","1","1","UB 210082E","100ms","1",,,,"","1"
"xDO_P_Pio[15]",,"Bool","1","1","UB 210082F","100ms","1",,,,"","1"
"fAO_Ch1",,"Int16","2","1","UW 2100870","100ms","1",,,,"","1"
"xAOCal_Start[0]",,"Bool","1","1","UB 21008D0","100ms","1",,,,"","1"
"xAOCal_Start[1]",,"Bool","1","1","UB 21008D1","100ms","1",,,,"","1"
"xAOCal_Start[2]",,"Bool","1","1","UB 21008D2","100ms","1",,,,"","1"
"xAOCal_Start[3]",,"Bool","1","1","UB 21008D3","100ms","1",,,,"","1"
"iAOCal_Ch_Ctrl[0]",,"Int16","2","1","UW 21008E0","100ms","1",,,,"","1"
"iAOCal_Ch_Ctrl[1]",,"Int16","2","1","UW 21008F0","100ms","1",,,,"","1"
"iAOCal_Ch_Ctrl[2]",,"Int16","2","1","UW 2100900","100ms","1",,,,"","1"
"iAOCal_Ch_Ctrl[3]",,"Int16","2","1","UW 2100910","100ms","1",,,,"","1"
"iAOCal_Pnt_Ctrl[0]",,"Int16","2","1","UW 2100920","100ms","1",,,,"","1"
"iAOCal_Pnt_Ctrl[1]",,"Int16","2","1","UW 2100930","100ms","1",,,,"","1"
"iAOCal_Pnt_Ctrl[2]",,"Int16","2","1","UW 2100940","100ms","1",,,,"","1"
"iAOCal_Pnt_Ctrl[3]",,"Int16","2","1","UW 2100950","100ms","1",,,,"","1"
"iAOCal_Ch_n[0]",,"Int16","2","1","UW 2100960","100ms","1",,,,"","1"
"iAOCal_Ch_n[1]",,"Int16","2","1","UW 2100970","100ms","1",,,,"","1"
"iAOCal_Ch_n[2]",,"Int16","2","1","UW 2100980","100ms","1",,,,"","1"
"iAOCal_Ch_n[3]",,"Int16","2","1","UW 2100990","100ms","1",,,,"","1"
"iAOCal_Pnt_n[0]",,"Int16","2","1","UW 21009A0","100ms","1",,,,"","1"
"iAOCal_Pnt_n[1]",,"Int16","2","1","UW 21009B0","100ms","1",,,,"","1"
"iAOCal_Pnt_n[2]",,"Int16","2","1","UW 21009C0","100ms","1",,,,"","1"
"iAOCal_Pnt_n[3]",,"Int16","2","1","UW 21009D0","100ms","1",,,,"","1"
"xAOCal_Finish[0]",,"Bool","1","1","UB 2100430","100ms","1",,,,"","1"
"xAOCal_Finish[1]",,"Bool","1","1","UB 2100431","100ms","1",,,,"","1"
"xAOCal_Finish[2]",,"Bool","1","1","UB 2100432","100ms","1",,,,"","1"
"xAOCal_Finish[3]",,"Bool","1","1","UB 2100433","100ms","1",,,,"","1"
"xAOCal_Error[0]",,"Bool","1","1","UB 2100434","100ms","1",,,,"","1"
"xAOCal_Error[1]",,"Bool","1","1","UB 2100435","100ms","1",,,,"","1"
"xAOCal_Error[2]",,"Bool","1","1","UB 2100436","100ms","1",,,,"","1"
"xAOCal_Error[3]",,"Bool","1","1","UB 2100437","100ms","1",,,,"","1"
"iAOCal_Ch_Stat[0]",,"Int16","2","1","UW 21005A0","100ms","1",,,,"","1"
"iAOCal_Ch_Stat[1]",,"Int16","2","1","UW 21005B0","100ms","1",,,,"","1"
"iAOCal_Ch_Stat[2]",,"Int16","2","1","UW 21005C0","100ms","1",,,,"","1"
"iAOCal_Ch_Stat[3]",,"Int16","2","1","UW 21005D0","100ms","1",,,,"","1"
"iAOCal_Pnt_Stat[0]",,"Int16","2","1","UW 21005E0","100ms","1",,,,"","1"
"iAOCal_Pnt_Stat[1]",,"Int16","2","1","UW 21005F0","100ms","1",,,,"","1"
"iAOCal_Pnt_Stat[2]",,"Int16","2","1","UW 2100600","100ms","1",,,,"","1"
"iAOCal_Pnt_Stat[3]",,"Int16","2","1","UW 2100610","100ms","1",,,,"","1"
"fAORefVal_Ch1[0]",,"Float","4","1","UW 2100620","100ms","1",,,,"","1"
"fAORefVal_Ch1[1]",,"Float","4","1","UW 2100640","100ms","1",,,,"","1"
"fAORefVal_Ch1[2]",,"Float","4","1","UW 2100660","100ms","1",,,,"","1"
"fAORefVal_Ch1[3]",,"Float","4","1","UW 2100680","100ms","1",,,,"","1"
"fAORefVal_Ch2[0]",,"Float","4","1","UW 21009E0","100ms","1",,,,"","1"
"fAORefVal_Ch2[1]",,"Float","4","1","UW 2100A00","100ms","1",,,,"","1"
"fAORefVal_Ch2[2]",,"Float","4","1","UW 2100A20","100ms","1",,,,"","1"
"fAORefVal_Ch2[3]",,"Float","4","1","UW 2100A40","100ms","1",,,,"","1"
"fAORefVal_Ch3[0]",,"Float","4","1","UW 2100A60","100ms","1",,,,"","1"
"fAORefVal_Ch3[1]",,"Float","4","1","UW 2100A80","100ms","1",,,,"","1"
"fAORefVal_Ch3[2]",,"Float","4","1","UW 2100AA0","100ms","1",,,,"","1"
"fAORefVal_Ch3[3]",,"Float","4","1","UW 2100AC0","100ms","1",,,,"","1"
"fAORefVal_Ch4[0]",,"Float","4","1","UW 2100AE0","100ms","1",,,,"","1"
"fAORefVal_Ch4[1]",,"Float","4","1","UW 2100B00","100ms","1",,,,"","1"
"fAORefVal_Ch4[2]",,"Float","4","1","UW 2100B20","100ms","1",,,,"","1"
"fAORefVal_Ch4[3]",,"Float","4","1","UW 2100B40","100ms","1",,,,"","1"
"fAORefVal_Ch5[0]",,"Float","4","1","UW 2100B60","100ms","1",,,,"","1"
"fAORefVal_Ch5[1]",,"Float","4","1","UW 2100B80","100ms","1",,,,"","1"
"fAORefVal_Ch5[2]",,"Float","4","1","UW 2100BA0","100ms","1",,,,"","1"
"fAORefVal_Ch5[3]",,"Float","4","1","UW 2100BC0","100ms","1",,,,"","1"
"fAORefVal_Ch6[0]",,"Float","4","1","UW 2100BE0","100ms","1",,,,"","1"
"fAORefVal_Ch6[1]",,"Float","4","1","UW 2100C00","100ms","1",,,,"","1"
"fAORefVal_Ch6[2]",,"Float","4","1","UW 2100C20","100ms","1",,,,"","1"
"fAORefVal_Ch6[3]",,"Float","4","1","UW 2100C40","100ms","1",,,,"","1"
"fAORefVal_Ch7[0]",,"Float","4","1","UW 2100C60","100ms","1",,,,"","1"
"fAORefVal_Ch7[1]",,"Float","4","1","UW 2100C80","100ms","1",,,,"","1"
"fAORefVal_Ch7[2]",,"Float","4","1","UW 2100CA0","100ms","1",,,,"","1"
"fAORefVal_Ch7[3]",,"Float","4","1","UW 2100CC0","100ms","1",,,,"","1"
"fAORefVal_Ch8[0]",,"Float","4","1","UW 2100CE0","100ms","1",,,,"","1"
"fAORefVal_Ch8[1]",,"Float","4","1","UW 2100D00","100ms","1",,,,"","1"
"fAORefVal_Ch8[2]",,"Float","4","1","UW 2100D20","100ms","1",,,,"","1"
"fAORefVal_Ch8[3]",,"Float","4","1","UW 2100D40","100ms","1",,,,"","1"
"TPR11_En",,"Bool","1","1","UB 21000C9","100ms","1",,,,"","1"
"TPR11_PT",,"Int32","4","1","UW 2100D60","100ms","1",,,,"","1"
"TPR11_Rst",,"Bool","1","1","UB 21000CC","100ms","1",,,,"","1"
"TPR11_Q",,"Bool","1","1","UB 21000CD","100ms","1",,,,"","1"
"TPR11_ET",,"Int32","4","1","UW 2100D80","100ms","1",,,,"","1"
"TPR12_En",,"Bool","1","1","UB 21004D8","100ms","1",,,,"","1"
"TPR12_PT",,"Int32","4","1","UW 2100DA0","100ms","1",,,,"","1"
"TPR12_Rst",,"Bool","1","1","UB 21004D9","100ms","1",,,,"","1"
"TPR12_Q",,"Bool","1","1","UB 21004DA","100ms","1",,,,"","1"
"TPR12_ET",,"Int32","4","1","UW 2100DC0","100ms","1",,,,"","1"
"xAICal_Start[0]",,"Bool","1","1","UB 2100F18","100ms","1",,,,"","1"
"xAICal_Start[1]",,"Bool","1","1","UB 2100F19","100ms","1",,,,"","1"
"xAICal_Start[2]",,"Bool","1","1","UB 2100F1A","100ms","1",,,,"","1"
"xAICal_Start[3]",,"Bool","1","1","UB 2100F1B","100ms","1",,,,"","1"
"xAICal_Start[4]",,"Bool","1","1","UB 2100F1C","100ms","1",,,,"","1"
"xAICal_Start[5]",,"Bool","1","1","UB 2100F1D","100ms","1",,,,"","1"
"iAICal_Ch_Ctrl[0]",,"Int16","2","1","UW 2100F20","100ms","1",,,,"","1"
"iAICal_Ch_Ctrl[1]",,"Int16","2","1","UW 2100F30","100ms","1",,,,"","1"
"iAICal_Ch_Ctrl[2]",,"Int16","2","1","UW 2100F40","100ms","1",,,,"","1"
"iAICal_Ch_Ctrl[3]",,"Int16","2","1","UW 2100F50","100ms","1",,,,"","1"
"iAICal_Ch_Ctrl[4]",,"Int16","2","1","UW 2100F60","100ms","1",,,,"","1"
"iAICal_Ch_Ctrl[5]",,"Int16","2","1","UW 2100F70","100ms","1",,,,"","1"
"iAICal_Pnt_Ctrl[0]",,"Int16","2","1","UW 2100F80","100ms","1",,,,"","1"
"iAICal_Pnt_Ctrl[1]",,"Int16","2","1","UW 2100F90","100ms","1",,,,"","1"
"iAICal_Pnt_Ctrl[2]",,"Int16","2","1","UW 2100FA0","100ms","1",,,,"","1"
"iAICal_Pnt_Ctrl[3]",,"Int16","2","1","UW 2100FB0","100ms","1",,,,"","1"
"iAICal_Pnt_Ctrl[4]",,"Int16","2","1","UW 2100FC0","100ms","1",,,,"","1"
"iAICal_Pnt_Ctrl[5]",,"Int16","2","1","UW 2100FD0","100ms","1",,,,"","1"
"iAICal_Ch_n[0]",,"Int16","2","1","UW 2100FE0","100ms","1",,,,"","1"
"iAICal_Ch_n[1]",,"Int16","2","1","UW 2100FF0","100ms","1",,,,"","1"
"iAICal_Ch_n[2]",,"Int16","2","1","UW 2101000","100ms","1",,,,"","1"
"iAICal_Ch_n[3]",,"Int16","2","1","UW 2101010","100ms","1",,,,"","1"
"iAICal_Ch_n[4]",,"Int16","2","1","UW 2101020","100ms","1",,,,"","1"
"iAICal_Ch_n[5]",,"Int16","2","1","UW 2101030","100ms","1",,,,"","1"
"iAICal_Pnt_n[0]",,"Int16","2","1","UW 2101040","100ms","1",,,,"","1"
"iAICal_Pnt_n[1]",,"Int16","2","1","UW 2101050","100ms","1",,,,"","1"
"iAICal_Pnt_n[2]",,"Int16","2","1","UW 2101060","100ms","1",,,,"","1"
"iAICal_Pnt_n[3]",,"Int16","2","1","UW 2101070","100ms","1",,,,"","1"
"iAICal_Pnt_n[4]",,"Int16","2","1","UW 2101080","100ms","1",,,,"","1"
"iAICal_Pnt_n[5]",,"Int16","2","1","UW 2101090","100ms","1",,,,"","1"
"xAICalSuccess",,"Bool","1","1","UB 21004DD","100ms","1",,,,"","1"
"xAICalFailed",,"Bool","1","1","UB 21004DE","100ms","1",,,,"","1"
"xAICal_Finish[0]",,"Bool","1","1","UB 21006C0","100ms","1",,,,"","1"
"xAICal_Finish[1]",,"Bool","1","1","UB 21006C1","100ms","1",,,,"","1"
"xAICal_Finish[2]",,"Bool","1","1","UB 21006C2","100ms","1",,,,"","1"
"xAICal_Finish[3]",,"Bool","1","1","UB 21006C3","100ms","1",,,,"","1"
"xAICal_Finish[4]",,"Bool","1","1","UB 21006C4","100ms","1",,,,"","1"
"xAICal_Finish[5]",,"Bool","1","1","UB 21006C5","100ms","1",,,,"","1"
"xAICal_Error[0]",,"Bool","1","1","UB 21006C8","100ms","1",,,,"","1"
"xAICal_Error[1]",,"Bool","1","1","UB 21006C9","100ms","1",,,,"","1"
"xAICal_Error[2]",,"Bool","1","1","UB 21006CA","100ms","1",,,,"","1"
"xAICal_Error[3]",,"Bool","1","1","UB 21006CB","100ms","1",,,,"","1"
"xAICal_Error[4]",,"Bool","1","1","UB 21006CC","100ms","1",,,,"","1"
"xAICal_Error[5]",,"Bool","1","1","UB 21006CD","100ms","1",,,,"","1"
"iAICal_Ch_Stat[0]",,"Int16","2","1","UW 2101600","100ms","1",,,,"","1"
"iAICal_Ch_Stat[1]",,"Int16","2","1","UW 2101610","100ms","1",,,,"","1"
"iAICal_Ch_Stat[2]",,"Int16","2","1","UW 2101620","100ms","1",,,,"","1"
"iAICal_Ch_Stat[3]",,"Int16","2","1","UW 2101630","100ms","1",,,,"","1"
"iAICal_Ch_Stat[4]",,"Int16","2","1","UW 2101640","100ms","1",,,,"","1"
"iAICal_Ch_Stat[5]",,"Int16","2","1","UW 2101650","100ms","1",,,,"","1"
"iAICal_Pnt_Stat[0]",,"Int16","2","1","UW 2101660","100ms","1",,,,"","1"
"iAICal_Pnt_Stat[1]",,"Int16","2","1","UW 2101670","100ms","1",,,,"","1"
"iAICal_Pnt_Stat[2]",,"Int16","2","1","UW 2101680","100ms","1",,,,"","1"
"iAICal_Pnt_Stat[3]",,"Int16","2","1","UW 2101690","100ms","1",,,,"","1"
"iAICal_Pnt_Stat[4]",,"Int16","2","1","UW 21016A0","100ms","1",,,,"","1"
"iAICal_Pnt_Stat[5]",,"Int16","2","1","UW 21016B0","100ms","1",,,,"","1"
"fAIRefVal_Ch1[0]",,"Float","4","1","UW 21006D0","100ms","1",,,,"","1"
"fAIRefVal_Ch1[1]",,"Float","4","1","UW 21006F0","100ms","1",,,,"","1"
"fAIRefVal_Ch1[2]",,"Float","4","1","UW 2100710","100ms","1",,,,"","1"
"fAIRefVal_Ch1[3]",,"Float","4","1","UW 2100730","100ms","1",,,,"","1"
"fAIRefVal_Ch1[4]",,"Float","4","1","UW 2100750","100ms","1",,,,"","1"
"fAIRefVal_Ch1[5]",,"Float","4","1","UW 2100770","100ms","1",,,,"","1"
"fAIRefVal_Ch2[0]",,"Float","4","1","UW 21010C0","100ms","1",,,,"","1"
"fAIRefVal_Ch2[1]",,"Float","4","1","UW 21010E0","100ms","1",,,,"","1"
"fAIRefVal_Ch2[2]",,"Float","4","1","UW 2101100","100ms","1",,,,"","1"
"fAIRefVal_Ch2[3]",,"Float","4","1","UW 2101120","100ms","1",,,,"","1"
"fAIRefVal_Ch2[4]",,"Float","4","1","UW 2101140","100ms","1",,,,"","1"
"fAIRefVal_Ch2[5]",,"Float","4","1","UW 2101160","100ms","1",,,,"","1"
"fAIRefVal_Ch3[0]",,"Float","4","1","UW 2101180","100ms","1",,,,"","1"
"fAIRefVal_Ch3[1]",,"Float","4","1","UW 21011A0","100ms","1",,,,"","1"
"fAIRefVal_Ch3[2]",,"Float","4","1","UW 21011C0","100ms","1",,,,"","1"
"fAIRefVal_Ch3[3]",,"Float","4","1","UW 21011E0","100ms","1",,,,"","1"
"fAIRefVal_Ch3[4]",,"Float","4","1","UW 2101200","100ms","1",,,,"","1"
"fAIRefVal_Ch3[5]",,"Float","4","1","UW 2101220","100ms","1",,,,"","1"
"fAIRefVal_Ch4[0]",,"Float","4","1","UW 2101240","100ms","1",,,,"","1"
"fAIRefVal_Ch4[1]",,"Float","4","1","UW 2101260","100ms","1",,,,"","1"
"fAIRefVal_Ch4[2]",,"Float","4","1","UW 2101280","100ms","1",,,,"","1"
"fAIRefVal_Ch4[3]",,"Float","4","1","UW 21012A0","100ms","1",,,,"","1"
"fAIRefVal_Ch4[4]",,"Float","4","1","UW 21012C0","100ms","1",,,,"","1"
"fAIRefVal_Ch4[5]",,"Float","4","1","UW 21012E0","100ms","1",,,,"","1"
"fAIRefVal_Ch5[0]",,"Float","4","1","UW 2101300","100ms","1",,,,"","1"
"fAIRefVal_Ch5[1]",,"Float","4","1","UW 2101320","100ms","1",,,,"","1"
"fAIRefVal_Ch5[2]",,"Float","4","1","UW 2101340","100ms","1",,,,"","1"
"fAIRefVal_Ch5[3]",,"Float","4","1","UW 2101360","100ms","1",,,,"","1"
"fAIRefVal_Ch5[4]",,"Float","4","1","UW 2101380","100ms","1",,,,"","1"
"fAIRefVal_Ch5[5]",,"Float","4","1","UW 21013A0","100ms","1",,,,"","1"
"fAIRefVal_Ch6[0]",,"Float","4","1","UW 21013C0","100ms","1",,,,"","1"
"fAIRefVal_Ch6[1]",,"Float","4","1","UW 21013E0","100ms","1",,,,"","1"
"fAIRefVal_Ch6[2]",,"Float","4","1","UW 2101400","100ms","1",,,,"","1"
"fAIRefVal_Ch6[3]",,"Float","4","1","UW 2101420","100ms","1",,,,"","1"
"fAIRefVal_Ch6[4]",,"Float","4","1","UW 2101440","100ms","1",,,,"","1"
"fAIRefVal_Ch6[5]",,"Float","4","1","UW 2101460","100ms","1",,,,"","1"
"fAIRefVal_Ch7[0]",,"Float","4","1","UW 2101480","100ms","1",,,,"","1"
"fAIRefVal_Ch7[1]",,"Float","4","1","UW 21014A0","100ms","1",,,,"","1"
"fAIRefVal_Ch7[2]",,"Float","4","1","UW 21014C0","100ms","1",,,,"","1"
"fAIRefVal_Ch7[3]",,"Float","4","1","UW 21014E0","100ms","1",,,,"","1"
"fAIRefVal_Ch7[4]",,"Float","4","1","UW 2101500","100ms","1",,,,"","1"
"fAIRefVal_Ch7[5]",,"Float","4","1","UW 2101520","100ms","1",,,,"","1"
"fAIRefVal_Ch8[0]",,"Float","4","1","UW 2101540","100ms","1",,,,"","1"
"fAIRefVal_Ch8[1]",,"Float","4","1","UW 2101560","100ms","1",,,,"","1"
"fAIRefVal_Ch8[2]",,"Float","4","1","UW 2101580","100ms","1",,,,"","1"
"fAIRefVal_Ch8[3]",,"Float","4","1","UW 21015A0","100ms","1",,,,"","1"
"fAIRefVal_Ch8[4]",,"Float","4","1","UW 21015C0","100ms","1",,,,"","1"
"fAIRefVal_Ch8[5]",,"Float","4","1","UW 21015E0","100ms","1",,,,"","1"
"iAOCode_Aux[0]",,"Int16","2","1","UW 21016C0","100ms","1",,,,"","1"
"iAOCode_Aux[1]",,"Int16","2","1","UW 21016D0","100ms","1",,,,"","1"
"iAOCode_Aux[2]",,"Int16","2","1","UW 21016E0","100ms","1",,,,"","1"
"iAOCode_Aux[3]",,"Int16","2","1","UW 21016F0","100ms","1",,,,"","1"
"iAOCode_Aux[4]",,"Int16","2","1","UW 2101700","100ms","1",,,,"","1"
"iAOCode_Aux[5]",,"Int16","2","1","UW 2101710","100ms","1",,,,"","1"
"iAOCode_Aux[6]",,"Int16","2","1","UW 2101720","100ms","1",,,,"","1"
"iAOCode_Aux[7]",,"Int16","2","1","UW 2101730","100ms","1",,,,"","1"
"iAICalPntRet",,"Int16","2","1","UW 21007D0","100ms","1",,,,"","1"
"iAICal_Pnt_Max",,"Int16","2","1","UW 21007C0","100ms","1",,,,"","1"
"xAICal_Ready",,"Bool","1","1","UB 21000A3","100ms","1",,,,"","1"
"xAOCal_Ready",,"Bool","1","1","UB 21000CF","100ms","1",,,,"","1"
"bAICalTimeOut",,"Bool","1","1","UB 21004DF","100ms","1",,,,"","1"
"xAOCal_End",,"Bool","1","1","UB 21006C6","100ms","1",,,,"","1"
"fAOVal_Ch1[0]",,"Float","4","1","UW 2100DE0","100ms","1",,,,"","1"
"fAOVal_Ch1[1]",,"Float","4","1","UW 2100E00","100ms","1",,,,"","1"
"fAOVal_Ch1[2]",,"Float","4","1","UW 2100E20","100ms","1",,,,"","1"
"fAOVal_Ch1[3]",,"Float","4","1","UW 2100E40","100ms","1",,,,"","1"
"fAOVal_Ch2[0]",,"Float","4","1","UW 2101B00","100ms","1",,,,"","1"
"fAOVal_Ch2[1]",,"Float","4","1","UW 2101B20","100ms","1",,,,"","1"
"fAOVal_Ch2[2]",,"Float","4","1","UW 2101B40","100ms","1",,,,"","1"
"fAOVal_Ch2[3]",,"Float","4","1","UW 2101B60","100ms","1",,,,"","1"
