#变量导出文件（汇川）
#2025-03-01 13:36:39

#列 A:名称
#列 B:连接（如果为空，则是内部连接）
#列 C:数据类型（取决于连接，有以下几种类型：Int16 、UInt16、Int32、UInt32、Float、Double、Bool、String、WString、DateTime，类型区分大小写。）
#列 D:长度
#列 E:数组计数
#列 F:地址（取决于连接，寄存器名和数字之间的空格不能缺少。）
#列 G:采集周期
#列 H:采集模式（0=根据命令 1=循环使用（默认值） 2=循环连续）
#列 I:上限
#列 J:下限
#列 K:初始值（初始值类型取决于变量数据类型）
#列 L:注释
#列 M:变量组Id
#列 N:索引变量

名称,连接,数据类型,长度,数组计数,地址,采集周期,采集模式,上限,下限,初始值,注释,变量组Id,索引变量
"TPR6_PT","Via_Easy521","Int32","4","1","UW 2100210","100ms","1",,,,,"2","<Undefined>"
"TPR6_Rst","Via_Easy521","Bool","1","1","UB 2100029","100ms","1",,,,,"2","<Undefined>"
"TPR6_Q","Via_Easy521","Bool","1","1","UB 210002A","100ms","1",,,,,"2","<Undefined>"
"TPR6_ET","Via_Easy521","Int32","4","1","UW 2100230","100ms","1",,,,,"2","<Undefined>"
"i_ddi","Via_Easy521","Int16","2","1","UW 2100250","100ms","1",,,,,"2","<Undefined>"
"i_ddi_cp","Via_Easy521","Int16","2","1","UW 2100260","100ms","1",,,,,"2","<Undefined>"
"SerialNo","Via_Easy521","Int32","4","1","UW 2100270","100ms","1",,,,,"2","<Undefined>"
"bSN_Input_Rq","Via_Easy521","Bool","1","1","UB 2100026","100ms","1",,,,,"2","<Undefined>"
"xRelay1","Via_Easy521","Bool","1","1","UB 80003","100ms","1",,,,"水泥板继电器1","2","<Undefined>"
"j","Via_Easy521","Int16","2","1","UW 21002A0","100ms","1",,,,,"2","<Undefined>"
"TPR7_En","Via_Easy521","Bool","1","1","UB 2100296","100ms","1",,,,,"2","<Undefined>"
"TPR7_PT","Via_Easy521","Int32","4","1","UW 21002B0","100ms","1",,,,,"2","<Undefined>"
"TPR7_Rst","Via_Easy521","Bool","1","1","UB 2100297","100ms","1",,,,,"2","<Undefined>"
"TPR7_Q","Via_Easy521","Bool","1","1","UB 2100298","100ms","1",,,,,"2","<Undefined>"
"TPR7_ET","Via_Easy521","Int32","4","1","UW 21002D0","100ms","1",,,,,"2","<Undefined>"
"TPR8_En","Via_Easy521","Bool","1","1","UB 2100299","100ms","1",,,,,"2","<Undefined>"
"TPR8_PT","Via_Easy521","Int32","4","1","UW 21002F0","100ms","1",,,,,"2","<Undefined>"
"TPR8_Rst","Via_Easy521","Bool","1","1","UB 210029A","100ms","1",,,,,"2","<Undefined>"
"TPR8_Q","Via_Easy521","Bool","1","1","UB 210029B","100ms","1",,,,,"2","<Undefined>"
"TPR8_ET","Via_Easy521","Int32","4","1","UW 2100310","100ms","1",,,,,"2","<Undefined>"
"xBeep","Via_Easy521","Bool","1","1","UB 80001","100ms","1",,,,"蜂鸣器开关","2","<Undefined>"
"xPowerRelay","Via_Easy521","Bool","1","1","UB 80002","100ms","1",,,,"被测模块电源继电器开关","2","<Undefined>"
"bESI_WrSuccess","Via_Easy521","Bool","1","1","UB 210029C","100ms","1",,,,,"2","<Undefined>"
"bESI_RdSuccess","Via_Easy521","Bool","1","1","UB 210029D","100ms","1",,,,,"2","<Undefined>"
"TPR9_En","Via_Easy521","Bool","1","1","UB 210029E","100ms","1",,,,,"2","<Undefined>"
"TPR9_PT","Via_Easy521","Int32","4","1","UW 2100340","100ms","1",,,,,"2","<Undefined>"
"TPR9_Rst","Via_Easy521","Bool","1","1","UB 210029F","100ms","1",,,,,"2","<Undefined>"
"TPR9_Q","Via_Easy521","Bool","1","1","UB 2100360","100ms","1",,,,,"2","<Undefined>"
"TPR9_ET","Via_Easy521","Int32","4","1","UW 2100370","100ms","1",,,,,"2","<Undefined>"
"TPR10_En","Via_Easy521","Bool","1","1","UB 2100361","100ms","1",,,,,"2","<Undefined>"
"TPR10_PT","Via_Easy521","Int32","4","1","UW 2100390","100ms","1",,,,,"2","<Undefined>"
"TPR10_Rst","Via_Easy521","Bool","1","1","UB 2100362","100ms","1",,,,,"2","<Undefined>"
"TPR10_Q","Via_Easy521","Bool","1","1","UB 2100363","100ms","1",,,,,"2","<Undefined>"
"TPR10_ET","Via_Easy521","Int32","4","1","UW 21003B0","100ms","1",,,,,"2","<Undefined>"
"iFrac","Via_Easy521","Int32","4","1","UW 21003D0","100ms","1",,,,,"2","<Undefined>"
"diDOutputTime","Via_Easy521","Int32","4","1","UW 21003F0","100ms","1",,,,,"2","<Undefined>"
"xECAT_Ctrl","Via_Easy521","Bool","1","1","UB 80000","100ms","1",,,,"EtherCAT口切换开关","2","<Undefined>"
"iDIFailTimes","Via_Easy521","Int16","2","1","UW 2100410","100ms","1",,,,,"2","<Undefined>"
"xDI_GL20_A[0]","Via_Easy521","Bool","1","1","UB 8","100ms","1",,,,,"2","<Undefined>"
"xDI_GL20_A[1]","Via_Easy521","Bool","1","1","UB 9","100ms","1",,,,,"2","<Undefined>"
"xDI_GL20_A[2]","Via_Easy521","Bool","1","1","UB A","100ms","1",,,,,"2","<Undefined>"
"xDI_GL20_A[3]","Via_Easy521","Bool","1","1","UB B","100ms","1",,,,,"2","<Undefined>"
"xDI_GL20_A[4]","Via_Easy521","Bool","1","1","UB C","100ms","1",,,,,"2","<Undefined>"
"xDI_GL20_A[5]","Via_Easy521","Bool","1","1","UB D","100ms","1",,,,,"2","<Undefined>"
"xDI_GL20_A[6]","Via_Easy521","Bool","1","1","UB E","100ms","1",,,,,"2","<Undefined>"
"xDI_GL20_A[7]","Via_Easy521","Bool","1","1","UB F","100ms","1",,,,,"2","<Undefined>"
"xDI_GL20_A[8]","Via_Easy521","Bool","1","1","UB 10","100ms","1",,,,,"2","<Undefined>"
"xDI_GL20_A[9]","Via_Easy521","Bool","1","1","UB 11","100ms","1",,,,,"2","<Undefined>"
"xDI_GL20_A[10]","Via_Easy521","Bool","1","1","UB 12","100ms","1",,,,,"2","<Undefined>"
"xDI_GL20_A[11]","Via_Easy521","Bool","1","1","UB 13","100ms","1",,,,,"2","<Undefined>"
"xDI_GL20_A[12]","Via_Easy521","Bool","1","1","UB 14","100ms","1",,,,,"2","<Undefined>"
"xDI_GL20_A[13]","Via_Easy521","Bool","1","1","UB 15","100ms","1",,,,,"2","<Undefined>"
"xDI_GL20_A[14]","Via_Easy521","Bool","1","1","UB 16","100ms","1",,,,,"2","<Undefined>"
"xDI_GL20_A[15]","Via_Easy521","Bool","1","1","UB 17","100ms","1",,,,,"2","<Undefined>"
"iPageCur","Via_Easy521","Int16","2","1","UW 2100460","100ms","1",,,,,"2","<Undefined>"
"xDebugMode","Via_Easy521","Bool","1","1","UB 2100364","100ms","1",,,,"是否为调试模式","2","<Undefined>"
"iMode","Via_Easy521","Int16","2","1","UW 2100450","100ms","1",,,,"裸板为0，装壳板为1","2","<Undefined>"
"xLED_CF","Via_Easy521","Bool","1","1","UB 21020A7","100ms","1",,,,,"2","<Undefined>"
"DO_LEVEL0_EN","Via_Easy521","Bool","1","1","UB 21000A1","100ms","1",,,,,"2","<Undefined>"
"DO_LEVEL0_RET","Via_Easy521","Int16","2","1","UW 2100480","100ms","1",,,,,"2","<Undefined>"
"DO_LEVEL1_EN","Via_Easy521","Bool","1","1","UB 2100366","100ms","1",,,,,"2","<Undefined>"
"DO_LEVEL1_RET","Via_Easy521","Int16","2","1","UW 21004B0","100ms","1",,,,,"2","<Undefined>"
"DO_PWM1_EN","Via_Easy521","Bool","1","1","UB 21000A2","100ms","1",,,,,"2","<Undefined>"
"DO_PWM1_RET","Via_Easy521","Int16","2","1","UW 2100490","100ms","1",,,,,"2","<Undefined>"
"DO_PWM2_EN","Via_Easy521","Bool","1","1","UB 2100365","100ms","1",,,,,"2","<Undefined>"
"DO_PWM2_RET","Via_Easy521","Int16","2","1","UW 21004A0","100ms","1",,,,,"2","<Undefined>"
"Result_DIs_4ms","Via_Easy521","Int16","2","1","UW 21004F0","100ms","1",,,,,"2","<Undefined>"
"iAOCalStatus","Via_Easy521","Int16","2","1","UW 21061B0","100ms","1",,,,,"2","<Undefined>"
"iAICalStatus","Via_Easy521","Int16","2","1","UW 21006A0","100ms","1",,,,,"2","<Undefined>"
"xAOCalSuccess","Via_Easy521","Bool","1","1","UB 2101A41","100ms","1",,,,,"2","<Undefined>"
"xAOCalFailed","Via_Easy521","Bool","1","1","UB 2101A42","100ms","1",,,,,"2","<Undefined>"
"xCalAgain","Via_Easy521","Bool","1","1","UB 2101A43","100ms","1",,,,,"2","<Undefined>"
"xCalAgainConfirm","Via_Easy521","Bool","1","1","UB 2101A44","100ms","1",,,,,"2","<Undefined>"
"ESI_ID","Via_Easy521","Int16","2","1","UW 2100010","100ms","1",,,,,"2","<Undefined>"
"fADCVal[0]","Via_Easy521","Float","4","1","UW 400000","100ms","1",,,,,"2","<Undefined>"
"fADCVal[1]","Via_Easy521","Float","4","1","UW 400020","100ms","1",,,,,"2","<Undefined>"
"fADCVal[2]","Via_Easy521","Float","4","1","UW 400040","100ms","1",,,,,"2","<Undefined>"
"fADCVal[3]","Via_Easy521","Float","4","1","UW 400060","100ms","1",,,,,"2","<Undefined>"
"fADCVal[4]","Via_Easy521","Float","4","1","UW 400080","100ms","1",,,,,"2","<Undefined>"
"fADCVal[5]","Via_Easy521","Float","4","1","UW 4000A0","100ms","1",,,,,"2","<Undefined>"
"fADCVal[6]","Via_Easy521","Float","4","1","UW 4000C0","100ms","1",,,,,"2","<Undefined>"
"fADCVal[7]","Via_Easy521","Float","4","1","UW 4000E0","100ms","1",,,,,"2","<Undefined>"
"fAO_Ch1","Via_Easy521","Int16","2","1","UW 2100870","100ms","1",,,,,"2","<Undefined>"
"Result_AOs","Via_Easy521","Int16","2","1","UW 2100470","100ms","1",,,,,"2","<Undefined>"
"xAOCal_Start[0]","Via_Easy521","Bool","1","1","UB 21008D0","100ms","1",,,,,"2","<Undefined>"
"xAOCal_Start[1]","Via_Easy521","Bool","1","1","UB 21008D1","100ms","1",,,,,"2","<Undefined>"
"xAOCal_Start[2]","Via_Easy521","Bool","1","1","UB 21008D2","100ms","1",,,,,"2","<Undefined>"
"xAOCal_Start[3]","Via_Easy521","Bool","1","1","UB 21008D3","100ms","1",,,,,"2","<Undefined>"
"iAOCal_Ch_Ctrl[0]","Via_Easy521","Int16","2","1","UW 21008E0","100ms","1",,,,,"2","<Undefined>"
"iAOCal_Ch_Ctrl[1]","Via_Easy521","Int16","2","1","UW 21008F0","100ms","1",,,,,"2","<Undefined>"
"iAOCal_Ch_Ctrl[2]","Via_Easy521","Int16","2","1","UW 2100900","100ms","1",,,,,"2","<Undefined>"
"iAOCal_Ch_Ctrl[3]","Via_Easy521","Int16","2","1","UW 2100910","100ms","1",,,,,"2","<Undefined>"
"iAOCal_Pnt_Ctrl[0]","Via_Easy521","Int16","2","1","UW 2100920","100ms","1",,,,,"2","<Undefined>"
"iAOCal_Pnt_Ctrl[1]","Via_Easy521","Int16","2","1","UW 2100930","100ms","1",,,,,"2","<Undefined>"
"iAOCal_Pnt_Ctrl[2]","Via_Easy521","Int16","2","1","UW 2100940","100ms","1",,,,,"2","<Undefined>"
"iAOCal_Pnt_Ctrl[3]","Via_Easy521","Int16","2","1","UW 2100950","100ms","1",,,,,"2","<Undefined>"
"iAOCal_Ch_n[0]","Via_Easy521","Int16","2","1","UW 2100960","100ms","1",,,,,"2","<Undefined>"
"iAOCal_Ch_n[1]","Via_Easy521","Int16","2","1","UW 2100970","100ms","1",,,,,"2","<Undefined>"
"iAOCal_Ch_n[2]","Via_Easy521","Int16","2","1","UW 2100980","100ms","1",,,,,"2","<Undefined>"
"iAOCal_Ch_n[3]","Via_Easy521","Int16","2","1","UW 2100990","100ms","1",,,,,"2","<Undefined>"
"iAOCal_Pnt_n[0]","Via_Easy521","Int16","2","1","UW 21009A0","100ms","1",,,,,"2","<Undefined>"
"iAOCal_Pnt_n[1]","Via_Easy521","Int16","2","1","UW 21009B0","100ms","1",,,,,"2","<Undefined>"
"iAOCal_Pnt_n[2]","Via_Easy521","Int16","2","1","UW 21009C0","100ms","1",,,,,"2","<Undefined>"
"iAOCal_Pnt_n[3]","Via_Easy521","Int16","2","1","UW 21009D0","100ms","1",,,,,"2","<Undefined>"
"xAOCal_Finish[0]","Via_Easy521","Bool","1","1","UB 2100430","100ms","1",,,,,"2","<Undefined>"
"xAOCal_Finish[1]","Via_Easy521","Bool","1","1","UB 2100431","100ms","1",,,,,"2","<Undefined>"
"xAOCal_Finish[2]","Via_Easy521","Bool","1","1","UB 2100432","100ms","1",,,,,"2","<Undefined>"
"xAOCal_Finish[3]","Via_Easy521","Bool","1","1","UB 2100433","100ms","1",,,,,"2","<Undefined>"
"xAOCal_Error[0]","Via_Easy521","Bool","1","1","UB 2100434","100ms","1",,,,,"2","<Undefined>"
"xAOCal_Error[1]","Via_Easy521","Bool","1","1","UB 2100435","100ms","1",,,,,"2","<Undefined>"
"xAOCal_Error[2]","Via_Easy521","Bool","1","1","UB 2100436","100ms","1",,,,,"2","<Undefined>"
"xAOCal_Error[3]","Via_Easy521","Bool","1","1","UB 2100437","100ms","1",,,,,"2","<Undefined>"
"iAOCal_Ch_Stat[0]","Via_Easy521","Int16","2","1","UW 21005A0","100ms","1",,,,,"2","<Undefined>"
"iAOCal_Ch_Stat[1]","Via_Easy521","Int16","2","1","UW 21005B0","100ms","1",,,,,"2","<Undefined>"
"iAOCal_Ch_Stat[2]","Via_Easy521","Int16","2","1","UW 21005C0","100ms","1",,,,,"2","<Undefined>"
"iAOCal_Ch_Stat[3]","Via_Easy521","Int16","2","1","UW 21005D0","100ms","1",,,,,"2","<Undefined>"
"iAOCal_Pnt_Stat[0]","Via_Easy521","Int16","2","1","UW 21005E0","100ms","1",,,,,"2","<Undefined>"
"iAOCal_Pnt_Stat[1]","Via_Easy521","Int16","2","1","UW 21005F0","100ms","1",,,,,"2","<Undefined>"
"iAOCal_Pnt_Stat[2]","Via_Easy521","Int16","2","1","UW 2100600","100ms","1",,,,,"2","<Undefined>"
"iAOCal_Pnt_Stat[3]","Via_Easy521","Int16","2","1","UW 2100610","100ms","1",,,,,"2","<Undefined>"
"fAORefVal_Ch1[0]","Via_Easy521","Float","4","1","UW 2100620","100ms","1",,,,,"2","<Undefined>"
"fAORefVal_Ch1[1]","Via_Easy521","Float","4","1","UW 2100640","100ms","1",,,,,"2","<Undefined>"
"fAORefVal_Ch1[2]","Via_Easy521","Float","4","1","UW 2100660","100ms","1",,,,,"2","<Undefined>"
"fAORefVal_Ch1[3]","Via_Easy521","Float","4","1","UW 2100680","100ms","1",,,,,"2","<Undefined>"
"fAORefVal_Ch2[0]","Via_Easy521","Float","4","1","UW 21009E0","100ms","1",,,,,"2","<Undefined>"
"fAORefVal_Ch2[1]","Via_Easy521","Float","4","1","UW 2100A00","100ms","1",,,,,"2","<Undefined>"
"fAORefVal_Ch2[2]","Via_Easy521","Float","4","1","UW 2100A20","100ms","1",,,,,"2","<Undefined>"
"fAORefVal_Ch2[3]","Via_Easy521","Float","4","1","UW 2100A40","100ms","1",,,,,"2","<Undefined>"
"fAORefVal_Ch3[0]","Via_Easy521","Float","4","1","UW 2100A60","100ms","1",,,,,"2","<Undefined>"
"fAORefVal_Ch3[1]","Via_Easy521","Float","4","1","UW 2100A80","100ms","1",,,,,"2","<Undefined>"
"fAORefVal_Ch3[2]","Via_Easy521","Float","4","1","UW 2100AA0","100ms","1",,,,,"2","<Undefined>"
"fAORefVal_Ch3[3]","Via_Easy521","Float","4","1","UW 2100AC0","100ms","1",,,,,"2","<Undefined>"
"fAORefVal_Ch4[0]","Via_Easy521","Float","4","1","UW 2100AE0","100ms","1",,,,,"2","<Undefined>"
"fAORefVal_Ch4[1]","Via_Easy521","Float","4","1","UW 2100B00","100ms","1",,,,,"2","<Undefined>"
"fAORefVal_Ch4[2]","Via_Easy521","Float","4","1","UW 2100B20","100ms","1",,,,,"2","<Undefined>"
"fAORefVal_Ch4[3]","Via_Easy521","Float","4","1","UW 2100B40","100ms","1",,,,,"2","<Undefined>"
"fAORefVal_Ch5[0]","Via_Easy521","Float","4","1","UW 2100B60","100ms","1",,,,,"2","<Undefined>"
"fAORefVal_Ch5[1]","Via_Easy521","Float","4","1","UW 2100B80","100ms","1",,,,,"2","<Undefined>"
"fAORefVal_Ch5[2]","Via_Easy521","Float","4","1","UW 2100BA0","100ms","1",,,,,"2","<Undefined>"
"fAORefVal_Ch5[3]","Via_Easy521","Float","4","1","UW 2100BC0","100ms","1",,,,,"2","<Undefined>"
"fAORefVal_Ch6[0]","Via_Easy521","Float","4","1","UW 2100BE0","100ms","1",,,,,"2","<Undefined>"
"fAORefVal_Ch6[1]","Via_Easy521","Float","4","1","UW 2100C00","100ms","1",,,,,"2","<Undefined>"
"fAORefVal_Ch6[2]","Via_Easy521","Float","4","1","UW 2100C20","100ms","1",,,,,"2","<Undefined>"
"fAORefVal_Ch6[3]","Via_Easy521","Float","4","1","UW 2100C40","100ms","1",,,,,"2","<Undefined>"
"fAORefVal_Ch7[0]","Via_Easy521","Float","4","1","UW 2100C60","100ms","1",,,,,"2","<Undefined>"
"fAORefVal_Ch7[1]","Via_Easy521","Float","4","1","UW 2100C80","100ms","1",,,,,"2","<Undefined>"
"fAORefVal_Ch7[2]","Via_Easy521","Float","4","1","UW 2100CA0","100ms","1",,,,,"2","<Undefined>"
"fAORefVal_Ch7[3]","Via_Easy521","Float","4","1","UW 2100CC0","100ms","1",,,,,"2","<Undefined>"
"fAORefVal_Ch8[0]","Via_Easy521","Float","4","1","UW 2100CE0","100ms","1",,,,,"2","<Undefined>"
"fAORefVal_Ch8[1]","Via_Easy521","Float","4","1","UW 2100D00","100ms","1",,,,,"2","<Undefined>"
"fAORefVal_Ch8[2]","Via_Easy521","Float","4","1","UW 2100D20","100ms","1",,,,,"2","<Undefined>"
"fAORefVal_Ch8[3]","Via_Easy521","Float","4","1","UW 2100D40","100ms","1",,,,,"2","<Undefined>"
"TPR11_En","Via_Easy521","Bool","1","1","UB 21000C9","100ms","1",,,,,"2","<Undefined>"
"TPR11_PT","Via_Easy521","Int32","4","1","UW 2100D60","100ms","1",,,,,"2","<Undefined>"
"TPR11_Rst","Via_Easy521","Bool","1","1","UB 21000CC","100ms","1",,,,,"2","<Undefined>"
"TPR11_Q","Via_Easy521","Bool","1","1","UB 21000CD","100ms","1",,,,,"2","<Undefined>"
"TPR11_ET","Via_Easy521","Int32","4","1","UW 2100D80","100ms","1",,,,,"2","<Undefined>"
"TPR12_En","Via_Easy521","Bool","1","1","UB 21004D8","100ms","1",,,,,"2","<Undefined>"
"TPR12_PT","Via_Easy521","Int32","4","1","UW 2100DA0","100ms","1",,,,,"2","<Undefined>"
"TPR12_Rst","Via_Easy521","Bool","1","1","UB 21004D9","100ms","1",,,,,"2","<Undefined>"
"TPR12_Q","Via_Easy521","Bool","1","1","UB 21004DA","100ms","1",,,,,"2","<Undefined>"
"TPR12_ET","Via_Easy521","Int32","4","1","UW 2100DC0","100ms","1",,,,,"2","<Undefined>"
"Result_AIs","Via_Easy521","Int16","2","1","UW 2100550","100ms","1",,,,,"2","<Undefined>"
"xAICal_Start[0]","Via_Easy521","Bool","1","1","UB 2100F18","100ms","1",,,,,"2","<Undefined>"
"xAICal_Start[1]","Via_Easy521","Bool","1","1","UB 2100F19","100ms","1",,,,,"2","<Undefined>"
"xAICal_Start[2]","Via_Easy521","Bool","1","1","UB 2100F1A","100ms","1",,,,,"2","<Undefined>"
"xAICal_Start[3]","Via_Easy521","Bool","1","1","UB 2100F1B","100ms","1",,,,,"2","<Undefined>"
"xAICal_Start[4]","Via_Easy521","Bool","1","1","UB 2100F1C","100ms","1",,,,,"2","<Undefined>"
"xAICal_Start[5]","Via_Easy521","Bool","1","1","UB 2100F1D","100ms","1",,,,,"2","<Undefined>"
"iAICal_Ch_Ctrl[0]","Via_Easy521","Int16","2","1","UW 2100F20","100ms","1",,,,,"2","<Undefined>"
"iAICal_Ch_Ctrl[1]","Via_Easy521","Int16","2","1","UW 2100F30","100ms","1",,,,,"2","<Undefined>"
"iAICal_Ch_Ctrl[2]","Via_Easy521","Int16","2","1","UW 2100F40","100ms","1",,,,,"2","<Undefined>"
"iAICal_Ch_Ctrl[3]","Via_Easy521","Int16","2","1","UW 2100F50","100ms","1",,,,,"2","<Undefined>"
"iAICal_Ch_Ctrl[4]","Via_Easy521","Int16","2","1","UW 2100F60","100ms","1",,,,,"2","<Undefined>"
"iAICal_Ch_Ctrl[5]","Via_Easy521","Int16","2","1","UW 2100F70","100ms","1",,,,,"2","<Undefined>"
"iAICal_Pnt_Ctrl[0]","Via_Easy521","Int16","2","1","UW 2100F80","100ms","1",,,,,"2","<Undefined>"
"iAICal_Pnt_Ctrl[1]","Via_Easy521","Int16","2","1","UW 2100F90","100ms","1",,,,,"2","<Undefined>"
"iAICal_Pnt_Ctrl[2]","Via_Easy521","Int16","2","1","UW 2100FA0","100ms","1",,,,,"2","<Undefined>"
"iAICal_Pnt_Ctrl[3]","Via_Easy521","Int16","2","1","UW 2100FB0","100ms","1",,,,,"2","<Undefined>"
"iAICal_Pnt_Ctrl[4]","Via_Easy521","Int16","2","1","UW 2100FC0","100ms","1",,,,,"2","<Undefined>"
"iAICal_Pnt_Ctrl[5]","Via_Easy521","Int16","2","1","UW 2100FD0","100ms","1",,,,,"2","<Undefined>"
"iAICal_Ch_n[0]","Via_Easy521","Int16","2","1","UW 2100FE0","100ms","1",,,,,"2","<Undefined>"
"iAICal_Ch_n[1]","Via_Easy521","Int16","2","1","UW 2100FF0","100ms","1",,,,,"2","<Undefined>"
"iAICal_Ch_n[2]","Via_Easy521","Int16","2","1","UW 2101000","100ms","1",,,,,"2","<Undefined>"
"iAICal_Ch_n[3]","Via_Easy521","Int16","2","1","UW 2101010","100ms","1",,,,,"2","<Undefined>"
"iAICal_Ch_n[4]","Via_Easy521","Int16","2","1","UW 2101020","100ms","1",,,,,"2","<Undefined>"
"iAICal_Ch_n[5]","Via_Easy521","Int16","2","1","UW 2101030","100ms","1",,,,,"2","<Undefined>"
"iAICal_Pnt_n[0]","Via_Easy521","Int16","2","1","UW 2101040","100ms","1",,,,,"2","<Undefined>"
"iAICal_Pnt_n[1]","Via_Easy521","Int16","2","1","UW 2101050","100ms","1",,,,,"2","<Undefined>"
"iAICal_Pnt_n[2]","Via_Easy521","Int16","2","1","UW 2101060","100ms","1",,,,,"2","<Undefined>"
"iAICal_Pnt_n[3]","Via_Easy521","Int16","2","1","UW 2101070","100ms","1",,,,,"2","<Undefined>"
"iAICal_Pnt_n[4]","Via_Easy521","Int16","2","1","UW 2101080","100ms","1",,,,,"2","<Undefined>"
"iAICal_Pnt_n[5]","Via_Easy521","Int16","2","1","UW 2101090","100ms","1",,,,,"2","<Undefined>"
"xAICalSuccess","Via_Easy521","Bool","1","1","UB 21004DD","100ms","1",,,,,"2","<Undefined>"
"xAICalFailed","Via_Easy521","Bool","1","1","UB 21004DE","100ms","1",,,,,"2","<Undefined>"
"xAICal_Finish[0]","Via_Easy521","Bool","1","1","UB 21006C0","100ms","1",,,,,"2","<Undefined>"
"xAICal_Finish[1]","Via_Easy521","Bool","1","1","UB 21006C1","100ms","1",,,,,"2","<Undefined>"
"xAICal_Finish[2]","Via_Easy521","Bool","1","1","UB 21006C2","100ms","1",,,,,"2","<Undefined>"
"xAICal_Finish[3]","Via_Easy521","Bool","1","1","UB 21006C3","100ms","1",,,,,"2","<Undefined>"
"xAICal_Finish[4]","Via_Easy521","Bool","1","1","UB 21006C4","100ms","1",,,,,"2","<Undefined>"
"xAICal_Finish[5]","Via_Easy521","Bool","1","1","UB 21006C5","100ms","1",,,,,"2","<Undefined>"
"xAICal_Error[0]","Via_Easy521","Bool","1","1","UB 21006C8","100ms","1",,,,,"2","<Undefined>"
"xAICal_Error[1]","Via_Easy521","Bool","1","1","UB 21006C9","100ms","1",,,,,"2","<Undefined>"
"xAICal_Error[2]","Via_Easy521","Bool","1","1","UB 21006CA","100ms","1",,,,,"2","<Undefined>"
"xAICal_Error[3]","Via_Easy521","Bool","1","1","UB 21006CB","100ms","1",,,,,"2","<Undefined>"
"xAICal_Error[4]","Via_Easy521","Bool","1","1","UB 21006CC","100ms","1",,,,,"2","<Undefined>"
"xAICal_Error[5]","Via_Easy521","Bool","1","1","UB 21006CD","100ms","1",,,,,"2","<Undefined>"
"iAICal_Ch_Stat[0]","Via_Easy521","Int16","2","1","UW 2101600","100ms","1",,,,,"2","<Undefined>"
"iAICal_Ch_Stat[1]","Via_Easy521","Int16","2","1","UW 2101610","100ms","1",,,,,"2","<Undefined>"
"iAICal_Ch_Stat[2]","Via_Easy521","Int16","2","1","UW 2101620","100ms","1",,,,,"2","<Undefined>"
"iAICal_Ch_Stat[3]","Via_Easy521","Int16","2","1","UW 2101630","100ms","1",,,,,"2","<Undefined>"
"iAICal_Ch_Stat[4]","Via_Easy521","Int16","2","1","UW 2101640","100ms","1",,,,,"2","<Undefined>"
"iAICal_Ch_Stat[5]","Via_Easy521","Int16","2","1","UW 2101650","100ms","1",,,,,"2","<Undefined>"
"iAICal_Pnt_Stat[0]","Via_Easy521","Int16","2","1","UW 2101660","100ms","1",,,,,"2","<Undefined>"
"iAICal_Pnt_Stat[1]","Via_Easy521","Int16","2","1","UW 2101670","100ms","1",,,,,"2","<Undefined>"
"iAICal_Pnt_Stat[2]","Via_Easy521","Int16","2","1","UW 2101680","100ms","1",,,,,"2","<Undefined>"
"iAICal_Pnt_Stat[3]","Via_Easy521","Int16","2","1","UW 2101690","100ms","1",,,,,"2","<Undefined>"
"iAICal_Pnt_Stat[4]","Via_Easy521","Int16","2","1","UW 21016A0","100ms","1",,,,,"2","<Undefined>"
"iAICal_Pnt_Stat[5]","Via_Easy521","Int16","2","1","UW 21016B0","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch1[0]","Via_Easy521","Float","4","1","UW 21006D0","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch1[1]","Via_Easy521","Float","4","1","UW 21006F0","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch1[2]","Via_Easy521","Float","4","1","UW 2100710","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch1[3]","Via_Easy521","Float","4","1","UW 2100730","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch1[4]","Via_Easy521","Float","4","1","UW 2100750","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch1[5]","Via_Easy521","Float","4","1","UW 2100770","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch2[0]","Via_Easy521","Float","4","1","UW 21010C0","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch2[1]","Via_Easy521","Float","4","1","UW 21010E0","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch2[2]","Via_Easy521","Float","4","1","UW 2101100","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch2[3]","Via_Easy521","Float","4","1","UW 2101120","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch2[4]","Via_Easy521","Float","4","1","UW 2101140","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch2[5]","Via_Easy521","Float","4","1","UW 2101160","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch3[0]","Via_Easy521","Float","4","1","UW 2101180","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch3[1]","Via_Easy521","Float","4","1","UW 21011A0","100ms","1",,,,,"2","<Undefined>"
"fAIRefVal_Ch3[2]","Via_Easy521","Float","4","1","UW 21011C0","100ms","1",,,,,"2","<Undefined>"
